Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
31,873,38,2025-01-14,MIL,,SAC,W 130-115,*,35:06,8,15,.533,5,8,.625,3,7,.429,.700,3,3,1.000,0,5,5,7,0,1,2,2,24,21.0,14
32,874,39,2025-01-15,MIL,,ORL,W 122-93,*,30:29,13,19,.684,3,3,1.000,10,16,.625,.763,1,1,1.000,0,5,5,4,4,0,3,1,30,26.8,27
33,875,40,2025-01-17,MIL,,TOR,W 130-112,*,35:51,6,14,.429,4,7,.571,2,7,.286,.571,10,10,1.000,0,3,3,8,2,1,0,3,26,26.6,11
34,876,41,2025-01-19,MIL,,PHI,W 123-109,*,39:55,7,17,.412,4,11,.364,3,6,.500,.529,7,7,1.000,0,5,5,4,1,0,4,1,25,16.8,5
35,877,42,2025-01-23,MIL,,MIA,W 125-96,*,35:30,9,21,.429,5,14,.357,4,7,.571,.548,6,6,1.000,1,9,10,11,2,0,1,1,29,29.6,16
36,878,43,2025-01-25,MIL,@,LAC,L 117-127,*,39:54,6,16,.375,1,9,.111,5,7,.714,.406,16,17,.941,1,9,10,10,1,1,4,2,29,27.1,-1
37,879,44,2025-01-27,MIL,@,UTA,W 125-110,*,41:26,14,22,.636,4,10,.400,10,12,.833,.727,3,4,.750,0,5,5,8,0,1,6,0,35,26.6,9
38,880,45,2025-01-28,MIL,@,POR,L 112-125,*,38:25,7,17,.412,2,6,.333,5,11,.455,.471,4,4,1.000,0,3,3,6,1,0,0,1,20,16.6,-9
39,881,46,2025-01-31,MIL,@,SAS,L 118-144,*,37:29,6,17,.353,3,7,.429,3,10,.300,.441,7,7,1.000,1,2,3,7,0,1,1,2,22,17.6,-16
40,882,47,2025-02-02,MIL,,MEM,L 119-132,*,37:12,4,15,.267,2,8,.250,2,7,.286,.333,5,6,.833,0,3,3,9,0,0,3,2,15,9.1,-14
41,883,49,2025-02-05,MIL,@,CHO,W 112-102,*,30:32,9,18,.500,3,9,.333,6,9,.667,.583,8,9,.889,0,4,4,12,2,0,2,2,29,28.4,12
42,884,50,2025-02-07,MIL,@,ATL,L 110-115,*,34:52,7,19,.368,4,13,.308,3,6,.500,.474,5,5,1.000,3,6,9,10,0,0,3,1,23,20.0,-1
43,885,51,2025-02-09,MIL,,PHI,W 135-127,*,43:50,14,27,.519,8,15,.533,6,12,.500,.667,7,7,1.000,1,6,7,8,2,0,4,1,43,35.4,3
44,886,52,2025-02-10,MIL,,GSW,L 111-125,*,38:52,12,20,.600,3,9,.333,9,11,.818,.675,11,13,.846,0,5,5,7,1,0,10,2,38,24.6,-10
45,887,54,2025-02-20,MIL,,LAC,W 116-110,*,32:33,2,12,.167,2,8,.250,0,4,.000,.250,9,10,.900,0,7,7,7,2,0,2,3,15,12.8,-2
46,888,56,2025-02-23,MIL,,MIA,W 120-113,*,37:47,9,17,.529,5,12,.417,4,5,.800,.676,5,6,.833,1,2,3,8,0,0,1,2,28,24.4,-3
