Rk,Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
35,106,40,2025-01-17,SAS,,MEM,L 112-140,*,31:05,8,19,.421,3,7,.429,5,12,.417,.500,0,0,,2,10,12,3,1,6,4,0,19,16.6,-17
36,107,41,2025-01-19,SAS,@,MIA,L 107-128,*,30:08,8,18,.444,3,8,.375,5,10,.500,.528,2,6,.333,1,9,10,3,0,1,3,2,21,12.4,-10
37,108,42,2025-01-23,SAS,@,IND,W 140-110,*,32:25,13,21,.619,4,11,.364,9,10,.900,.714,0,0,,1,10,11,6,1,5,4,0,30,28.9,18
38,109,43,2025-01-25,SAS,,IND,L 98-136,*,35:36,7,16,.438,2,7,.286,5,9,.556,.500,4,5,.800,1,11,12,2,2,1,4,1,20,14.9,-13
39,110,44,2025-01-29,SAS,,LAC,L 116-128,*,34:37,8,16,.500,3,6,.500,5,10,.500,.594,4,5,.800,1,11,12,4,2,3,3,5,23,20.5,-7
40,111,45,2025-01-31,SAS,,MIL,W 144-118,*,30:30,9,20,.450,5,11,.455,4,9,.444,.575,7,7,1.000,2,12,14,1,0,6,1,3,30,27.3,9
41,112,47,2025-02-03,SAS,@,MEM,L 109-128,*,31:07,10,20,.500,2,6,.333,8,14,.571,.550,5,7,.714,2,8,10,5,2,2,4,3,27,21.7,8
42,113,48,2025-02-05,SAS,@,ATL,W 126-125,*,31:26,8,15,.533,2,5,.400,6,10,.600,.600,6,8,.750,4,8,12,2,0,1,1,5,24,20.2,-12
43,114,49,2025-02-07,SAS,@,CHO,L 116-117,*,33:38,7,20,.350,1,9,.111,6,11,.545,.375,1,1,1.000,3,8,11,3,0,5,1,2,16,13.1,-1
44,115,50,2025-02-08,SAS,@,ORL,L 111-112,*,30:57,5,11,.455,1,6,.167,4,5,.800,.500,7,8,.875,0,9,9,4,4,4,4,1,18,19.8,-14
45,116,51,2025-02-10,SAS,@,WAS,W 131-121,*,37:56,12,21,.571,5,8,.625,7,13,.538,.690,2,4,.500,3,12,15,4,2,3,1,2,31,31.1,6
46,117,52,2025-02-12,SAS,@,BOS,L 103-116,*,36:21,7,16,.438,1,6,.167,6,10,.600,.469,2,2,1.000,1,12,13,4,0,2,2,4,17,13.5,-6
,,,,,,,21-25,46,1526,408,857,.476,142,403,.352,266,454,.586,.559,158,189,.836,82,424,506,168,52,176,149,105,1116,20.7,102
